index,id,message,label
246,www.teia.tw/life_lastestpost/%e5%8f%b0%e7%81%a3%e6%93%b4%e5%a4%a7%e9%99%90%e5%88%b6%e5%a1%91%e8%86%a0%e8%a2%8b%e7%af%84%e5%9c%8d%ef%bc%8c%e5%ae%88%e8%ad%b7%e6%b5%b7%e6%b4%8b%e6%9b%b4%e9%80%b2%e4%b8%80%e6%ad%a5%e4%ba%86%ef%bc%81,"你看，牠無拘無束，優雅地徜徉於蔚藍大海。
這是我們在進行珊瑚礁體檢時，拍到的海龜身影。我們想要守護的，就是這樣乾淨、珍貴的海洋生態。
守護海洋，從監測行動開始
為了守護台灣海洋，我們與台灣幾個關心海洋廢棄物議題的團體於2010年組成「台灣清淨海洋行動聯盟」，透過監測發現，海灘垃圾前幾名都來自於日常生活：寶特瓶、塑膠袋、吸管、免洗餐具等。這些垃圾很高機率是來自於遭受海浪侵蝕而裸露的垃圾掩埋場，意思是，在日常生活中製造的塑膠垃圾，若沒有被處理妥當，照樣有可能流入海中，成為海中生物的夢魘。唯有從源頭減少一次性垃圾產生，才能改善這窘境。協會致力於透過海洋廢棄物監測、環境教育講座等行動，從「監督政府政策」、「環境教育」雙管齊下，讓一次性垃圾未來越少。
▲海洋廢棄物前五名
監測有什麼用？
2017年4月25日公聽會現場，塑膠袋業者拿著麥克風，大聲質疑：「你們所謂的海上垃圾，跟塑膠袋製造沒有關係，都是漁船丟的漁網啦，塑膠袋哪有這麼多，你們不要亂講。」
「根據台灣環境資訊協會與其他海洋團體的調查，從2012至今，塑膠袋一直是全台海洋廢棄物中的前五名！」協會人員陳姿蓉按下發言鈕，用證據反駁業者的論點。
這是目前面臨的處境，我們需要具體數據，呈現我們在海岸邊所看到的污染現況，才能展開對話的可能，以突破大家覺得海邊的垃圾都與我無關的迷思。
這就是為什麼我們需要持續做監測，監測需要時間，做一次不足以有代表性，但我們做十次，就是一個可供檢驗的報告。我們累積研究數據，進而探討解決辦法，並呼籲政策改變。它可以作為政策的後盾，也是環境教育教材。
▲「我不要用老ㄅㄢˇ給的ㄙㄨˋㄐㄧㄠ袋。」「我要ㄐㄧㄣˋ用ㄙㄨˋㄐㄧㄠ袋，還要多用ㄏㄨㄢˊㄅㄠˇ袋。」淨灘後，孩子一筆一劃寫下親身體驗環境問題後，所做出的承諾。
環境教育從親身面對開始
陰天的國聖埔海灘伴隨著海風黏膩，一個志工邊拖著垃圾袋，邊笑著說：「我跟我媽說今天要淨灘，她就一直覺得我只是來撿垃圾，可是今天親身體驗過，那些保麗龍、塑膠碎片根本撿不乾淨，撿得我都要崩潰了，只靠撿垃圾真的不夠。」
「真的需要從源頭減量，不然哪撿得完。」
收集的數據，轉化成對民眾的環境教育宣導，加上淨灘時親自面對海洋問題的震撼，我們努力促成更多人自發性地減少一次性垃圾的行動。
努力有了成果
令人振奮的是，經過各方努力，環保署終於預告，2018年1月1日開始，將擴大購物袋收費範圍，包括飲料店、麵包店等七大類，合計納入約7萬家業者。此舉將讓民眾有意識地思考：「自己是否真的需要塑膠袋」進而減少使用。但同時，我們也持續關注，督促政府讓塑膠袋最多的小吃店、市場，納入限塑政策中。
越來越多國家從政策面減少塑膠，愛爾蘭2002年實施塑膠袋收費制度後，每人使用量從328個降低到2014年的14個。摩洛哥7月起禁用塑膠袋，英格蘭塑膠袋全面課稅、加州公投禁用一次性購物袋，我們相信台灣能做的還有很多。
▲幫助海洋的人越來越多
若您也願意為美麗的海洋、蔚藍的海岸一同努力，邀請您支持我們守護海洋，從源頭做起。
我願意
，從建立自身好習慣做起。
您也可以捐款，或將訊息傳給親朋好友，
支援台灣環境資訊協會各項工作，讓海洋廢棄物問題有機會從根本解決。我們今年主要項目：
●辦理12場淨灘行動，估計600人次參與。
●累積新北市國聖埔海洋廢棄物監測數據，並產出分析報告。
●培訓15名淨灘種子志工，穩定淨灘人力。
",0
247,www.taipeiface.com/2022/events/preview/508.html,"為鼓勵市民從生活出發、用整建或維護的方式參與都市再生
，讓城市裡的老舊建築重獲新生，今年老屋新生大獎持續發
掘整建維護的優良案例。
我們將於107年1月5日(五)下午2點，在臺北市萬華
區剝皮寮歷史街區演藝廳舉辦「2017老屋新生大獎」頒
獎典禮暨成果展。
想知道今年是哪些老屋新生作品獲得肯定嗎?
誠摯邀請您一起來認識今年優秀的得獎作品，
並共享這榮耀的一刻!
-----------------------------------------------------------------------------------------------
【活動後紀】
1月5日下午在剝皮寮歷史街區，揭曉了今年的得獎名單。今年參賽的作品高達53件，比起歷年成長近2成之多，而作品種類，也越來越多元，以往的作品，不外乎是餐廳或咖啡廳，但這幾年台北市也走出自己的特色與風格，許多年輕人投入老屋改造及經營，引動多元而創新的作品不斷出現，比如有小學堂、理髮店、西服店、書店，甚至菜市場都有。這也代表越來越多人，關注到我們「臺北市老屋新生大獎」的成果。今年現場也邀請到許多參賽團隊，一同來參與這場老屋改建的年度盛事，也分享自己對於老空間活化的心得。再度恭喜所有得獎團隊~
【得獎名單】
金獎-新富町文化市場、阿嬤家-和平與女性人權館
",1
248,www.hpx.tw/archives/23821,"想要做產品數據分析，僅僅只是學習使用數據分析工具與分析觀念還不夠，如果想要深入分析產品(Web & App)，從產品數據找出問題與優化方向，還必須了解商業與用戶的重點，然後確認自己真的能站在商業與用戶的角度去解讀數據，才能有機會從數據的汪洋中找出關鍵的 insight。這次的 Talk 主要要跟大家分享怎麼了解商業與用戶，從哪邊開始，要注意什麼重點，哪邊會有陷阱，然後幫助自己在做產品數據分析的時候，能夠站在一個穩固的基礎，從商業脈絡跟用戶行為邏輯去解讀數據。
講者介紹
主講人：Hans Shih
目前在悠識數位擔任數據分析師，也在品牌顧問公司擔任 UX Planner，主要工作為使用者經驗研究設計，網站/APP產品數據分析，並與幾位好朋友一起經營 Conversion Lab (
http://conversionlab.co/
)。
期許自己能用體驗設計連接行銷、設計、管理，期盼自己成為一位優秀的 Designer & Researcher，就像Alan Cooper 強調的一樣，設計師必須成為 UX Researcher，才能有效地將從使用者身上發現的 Insights 落實在設計裡面。
要製作出一個具競爭力的 APP，要求的已經不只是 APP端的開發能力，而是必須先從「了解使用者」出發，全面考量 Business Model、Mobile Usability、data analysis、O2O、多螢…等，整合出最佳的 APP User experience，才有機會在市場中脫穎而出。
講師：陳啟彰 / Nor Chen (12/19 週六)
當您從服務場域中，透過場域觀察後建構出顧客旅程，下一步我們就要從顧客旅程中，找出需要優化的服務接觸點。除了質化訪談的方式找出服務缺口外，還有甚麼方式，可以讓利益關係人都認同的分析結果呢？狩野分析與量化服務缺口的判定，採用術數化的方式，除了可以有效從消費者端找出影響滿意度的服務，也可以用數據，說服各方利益關係人。
講師：Hans Shih (2018/01/20 週六)
悠識在輔導多家企業後，發現諸多從業者都有相似的問題，因此希望能開辦本堂課，帶領學員了解上述問題，讓想做產品數據分析的人能從好的基礎開始，了解什麼是重點，減少在分析過程中會走的冤枉路。課程分成三個部分，第一先從建立產品數據分析概觀開始，然後是分析前必須了解的知識，並且在最後會有關鍵指標設計實作的工作坊。
不是假的啦，除非報名人數太多，主辦單位會公告停止報名之外，平常不會在這兒特別回應，這兒只管報名，我們常參加的朋友大多是在 fb 討論，別擔心，一起來
=========================== 名額額滿 =============================
感謝大家的支持，這場活動目前已經有四十名報名並已完成繳費。
HPX 成立於 2009 年，是一個學習性組織，聚集許多數位產品與服務企劃設計愛好者，一起交流，一起學習成長。
透過經驗分享聚會、講座及讀書會等形式進行交流，累計舉辦超過 300 多場分享活動，邀請超過 700 位講者，成立在北中南超過 130 組讀書會小組。
",1
249,www.artemperor.tw/focus/1933,"2018-02-01｜撰文者：石浩吉、劉家蓉
張大千，20世紀最傳奇的國畫大師，這位如今作品在全球藝術市場成交金額已超越畢卡索成為全球第一的畫家，卻曾經當過土匪、做過和尚、畫過仿畫、受過戰爭迫害並棲身海外各國數十年甚至歷經眼睛失明，卻成為徐悲鴻眼中「五百年來一大千」、「五百年來第一人」，並與20世紀西方繪畫代表人物畢卡索平起平坐。本文嘗試以五個角度來分析張大千的傳奇人生以及藝術史上的特色與貢獻：(1)
性格養成
：出生時的傳說以及當土匪、做和尚等經歷如何塑造了張大千的性格；(2)
國內地位之建立
：如何從畫仿畫、「南張北溥」等名號以及臨摹敦煌壁畫建立國內畫壇的地位；(3)
國際地位之建立
：棲身海外各國的張大千如何透過國際畫展、與畢卡索見面切磋，直到晚年眼睛失明卻開創「潑墨山水」技法等進一步奠定自己的國際畫壇地位； (4)
藝術史的特色與貢獻
：上述傳奇的生平以及各時期的張大千作品如何反映出張大千於藝術史的特色與貢獻； (5)
其畫作於全球市場的趨勢
：本文首度透過近年來張大千與畢卡索於全球藝術市場的排名與價量分析比較，驗證張大千的市場地位並點出中西繪畫拍賣市場的重要趨勢。
帝圖2022夏季拍賣會0918盛大登場，大風堂秘藏書畫錄張大千潑彩鉅作、黃君璧瀑布通景聯屏及船王趙從衍家族清宮珍藏翡翠爐齊重量領銜
帝圖2022春季拍賣會0626盛大登場，齊白石滕王閣與張大千秘藏重量領銜，聚焦寒舍主人珍藏與朱德群、藍蔭鼎專拍
",0
250,www.taipeiface.com/2022/events/preview/517.html,"每間老屋的都有著自己的故事，不管是承襲過去的記憶，還是賦予了新世代的任務，都實實在在體現設計規劃團隊的用心，而整建維護老屋並不是說做就做，而是需透過大量的調查分析與討論，才能讓老房子，既能夠延長使用年限，更可以注入新靈魂得到新生。
因此，老屋新生月-第五場推廣活動「老屋魂，正夯」老屋新生交流座談特別邀請得獎作品的設計規劃團隊來分享，包含：
1.金獎:阿嬤家-女性與和平人權館-吳聲明建築師
2.銀獎:迪化二Ｏ七博物館-華安綺 館長
3.銅獎:百福藏倉「和合青田」茶生活文化館-陳勤忠建築師等，
三位得獎作品設計規劃者，來分享在整建維護老屋時的心得與經驗，透過彼此的交流互動，互相切磋也互相學習，也可讓臺北市老屋整建維護的能量匯集，讓更多老空間能夠得到新生!
※時間：107年2月10日(星期日)下午2點至4點
※地點：阿嬤家-和平與女性人權館 2F女力空間 (台北市大同區迪化街一段256號)
",1
251,www.artlaborsfarm.blogspot.com/search/label/%E8%8B%97%EF%BC%8E%E6%98%A5%E7%A5%AD,"苗．春祭 2018 Sprouts! Art Festival ─ 原生精神藝術祭 ─ 活動簡章 活動介紹 祭典的發生是人群聚合與精神交融的途徑之一，尤其在這個失根的世代，更有存在的必要。 「苗．春祭」就是所有共同走向新紀元的人們，一年一度進行文化核融合的盛會。 這是一個將散布各地的藝術工作者重新聚集起來的場域，產生出各種能量建構的新世界， 每個參與者在七天的完整體驗中觸發各種感官，重新尋回那個被生活中的無明蒙蔽的自己， 喚醒你的原生精神，每個人再帶著這樣的美好經驗，回到原本的場域繼續傳遞。 活動時間／地點 2018.2.18──2.24 (大年初三至初九，連續七天) 南投．埔里．紙寮坑藝術農工場 ...
",1
252,www.artlaborsfarm.blogspot.com/search/label/%E6%9C%80%E6%96%B0%E6%B4%BB%E5%8B%95,"苗．春祭 2018 Sprouts! Art Festival ─ 原生精神藝術祭 ─ 活動簡章 活動介紹 祭典的發生是人群聚合與精神交融的途徑之一，尤其在這個失根的世代，更有存在的必要。 「苗．春祭」就是所有共同走向新紀元的人們，一年一度進行文化核融合的盛會。 這是一個將散布各地的藝術工作者重新聚集起來的場域，產生出各種能量建構的新世界， 每個參與者在七天的完整體驗中觸發各種感官，重新尋回那個被生活中的無明蒙蔽的自己， 喚醒你的原生精神，每個人再帶著這樣的美好經驗，回到原本的場域繼續傳遞。 活動時間／地點 2018.2.18──2.24 (大年初三至初九，連續七天) 南投．埔里．紙寮坑藝術農工場 ...
",1
253,www.bambooculture.com/news/3322,"§ 時間: 2018/3/2 (星期五) 下午7:30~9:30
	§ Time: 2018/3/2 (Fri) 19:30~21:30PM
§ 在地實驗 (台北市建國南路一段160號7樓)
	§ Venue: 7F, 160, Jianguo S Road, Taipei
§ Description:
	作為一個在印尼首都雅加達雙年展駐村的藝術行政，首要面臨的問題並非工作內容是否能勝任，也並非英文能力是否為首要困境，而是如何在不同的文化與語言之間，確認彼此的需求與理解程度。除此之外，不同於藝術家的駐村形式是針對自己個人的創作，藝術行政的位置等同於展覽助理的實習角色，要如何在融入展覽規畫及文化差異的過渡之際，將自己視為策展團隊的一部份並協助照顧藝術家，對於身心適應環境的能力是一項極大的挑戰。這樣的心情也呼應了2017年雅加達雙年展的主題「JIWA」—譯為靈魂或精神—（展題）並非單指鬼魂之意，而是個人內心的思想矛盾與成長，可能會受到外部的影響，例如身體感受、歷史政治、社會規範或其他環境因素。
雅加達雙年展相較於其他印尼城市如日惹、萬隆或望加錫的資源、規模與策展結構都不同，甚至被視為相對優渥。策展團隊如何在前期製作過程中，不仰賴政府資金而向外尋找更支持的方案，在展覽中又可以與政府的博物館合作，同時透過作品批判印尼的策展機制？是一種視藝術為對抗社會機制的精神性。除此之外，雙年展也吸引許多國際媒體與策展人主動參與、報導；在這個印尼熱浪或熱帶藝術的潮流之下，我想趁這次見面會談談身為一個來自台灣的藝術行政，如何透過雅加達雙年展思考台灣藝術與印尼藝術的交織。（＊本駐村計劃為竹圍工作室國際藝術進駐交換計劃徵件 PART III「雅加達雙年展」）
連結:
",1
254,www.dfunmag.com.tw/%e4%b8%80%e5%a0%b4%e5%b1%95%e5%87%ba%e7%8b%82%e6%ad%a1%e6%b4%be%e5%b0%8d%e7%9a%84%e5%b1%95%e8%a6%bd%e3%80%80%e5%a4%9c%e7%94%9f%e6%b4%bb%e6%96%87%e5%8c%96%e7%89%b9%e5%b1%95,"TEXT = Ashley Chen PHOTO = Vitra Design Museum
講到夜生活，台北絕對是座榜上有名的不夜城，夜店、酒吧、KTV等場所，每逢假日都可見門外大排長龍，街上的嬉鬧聲，馬路上繁忙的汽機車喧囂，形成獨特的城市夜景，沒有人捨得在週末的夜晚安份睡覺。
Vitra Design Museum近期即將開展的《Night Fever. Designing Club Culture 1960 – today》記錄了1960年至今的夜生活所出現的海報、照片甚至是家具等，更是第一個全面概述夜生活設計歷史的展覽！
? Vitra Design Museum, Foto: Thomas Dix
1965年在巴黎夜店
Le Garage
Roger Tallon設計的Model No.400。
? Ivan Chermayeff and Tom Geismar
1967年由紐約知名品牌和平面設計公司Chermayeff&Geismar為英國酒吧Electric Circus所製作的海報。
Photo: Carlo Caldini, ? Gruppo 9999
1971年於佛羅倫斯的夜店Space Electronic由Gruppo9999所打造的舞台。
1972年由Design Gianni Arnaudo為義大利Flash Back Disco所設計的海報。
? Paolo Mussat Sartor
1972年由設計團隊Studio65所打造的Flash Back內部設計。
? Bill Bernstein, David Hill Gallery, London
1979在紐約夜店Paradise Garage的超級巨星DJ Larry Levan。
? Bill Bernstein, David Hill Gallery, London
1979年在美國紐約市的傳奇俱樂部Studio54。
? Timothy Hursley, Garvey|Simon Gallery New York
1985年於紐約的夜店Palladium由日本建築大師磯崎新所設計。
? Foc Kan
1990年的巴黎，俱樂部Les Bains Douches可謂當時政商名流和藝術家的聚集地。
? Anya Sirota and Jean Louis Farges, in collaboration with Bryce Detroit
2014年Akoaki設計了移動DJ展台和廣播模塊The Mothership，並於底特律展出。
? OMA
2015年英國倫敦Ministry of Sound II是專門研究探索夜間生活狀態及其空間影響的社會研究室。
? Jeroen Verrecht
2017 HORST Arts＆Music是一個為期兩天的藝術和音樂盛典，去年的限場裝置建築由英國當紅的設計團隊Assemble操刀。
Night club和早期的Disco都是當代文化的溫床，它們反射出許多人們內心真實的需求及渴望，同時也是質疑既定社會生活規範，並且嘗試跳脫現實的前衛中心。
▎《Night Fever. Designing Club Culture 1960 – today》展覽資訊
地點：Vitra Design Museum, Weil am Rhein
2018年03月17日（星期五）10:00-18:00
",1
255,www.hpx.tw/archives/24441,"本次聚會我們邀請到 HPX讀書會中 二位書友回來大聚分享讀書小組的故事或個人參與小組時的經驗 – 關於交流/閱讀/過程/樂趣等等。
歡迎一起來找志同道合的書友一起唸書！
活動時間：2018/03/22 週四 下午7:30-9:30
場地：悠識數位Ｕ教室
( 台北市中山區松江路158號11樓之1 )
搭捷運的話，在松江南京站八號出口，步行約3-5分鐘。
1. 邀請 HPX 讀書會小組來到 HPX102 聚會分享小組狀況。
2. 讓老朋友們、運作中或休讀中的小組或個人，來現場召募新成員。
3. 邀請新朋友參加新成立的讀書會小組。
一個什麼都學的 UI 設計師，業餘愛好是科學相關的領域如腦神經科學等等
2015 年 11 月左右加入 HPX37.7。
原本一直認為在學習的路上，一個人走的快，但後來覺得那句老話是對的，一群人才能走得遠！
小組介紹：
腦神經科學讀書會不同於一般讀書會照一本書分章節念的形式；這裡傾向從生活中的疑問出發去尋找主題，大家投票決定優先順序，再針對這個主題做討論。
一開始是因為在其他讀書會的自由分享時間分享的這個主題，發現蠻多人有興趣的，希望可以召集一群人無聊念一點科普互相討論，最近越來越多有專業知識及熱忱的成員加入，終於有種石頭湯熬成的感覺ＸＤ
這個小組是進行相對輕鬆，但念的東西可能有點硬的小組。不管何種方式，只要是你會一直堅持下去的那個方法就是好方法 ：）
2. 小講：行銷不只是買賣，更是生活的應對與人性的觀察 / 賴佩伶 (10 分鐘)
講者介紹：
從學校到職場一直都是影視後製人員，職場新鮮人對下班後的空閒感到煩悶而開始搜尋讀書會，從 HPX66.1 加入到現在招募
HPX100.2 即使自身工作與行銷心理學一點都搭不上邊，但那些人際交流的軟技能明顯提升，也從每次認識不同的人過程中增加視野。
小組介紹：
行銷不只是買賣，更是生活的應對與人性的觀察，可說是心理學的實作面！
HPX 100 時成立的行銷心理學讀書會，一邊心理學一邊雜談生活與消費
《隱形說服力》、《鉤癮效應》、《引誘科學》、《行銷前必修的購物心理學》……plus+
但本次先依近幾個月在HPX讀書會社團中觀察，約略感覺大家想要找以下六個類別的書目。
下一次預計會安排這幾個類別的招募：
人類學、社會學 /社會心理學、產品經理、使用者經驗設計、數據分析、使用者研究、產品設計與開發
（類別非固定，如果你發現跟上面或過去幾次有點不同，不用擔心，一樣可以來。）
如果有你想要的書目，這裡沒列出，歡迎直接留言告訴我們，更歡迎你來這裡找夥伴。
下一次我們也可以安排這幾個類別的招募為主打：
人類學、社會學 /社會心理學、產品經理、使用者經驗設計、數據分析、使用者研究、產品設計與開發
（類別非固定，如果你發現跟上面或過去幾次有點不同，不用擔心，一樣可以來。）
如果有你想要的書目，這裡沒列出，歡迎直接留言告訴我們，更歡迎你來這裡找夥伴一起讀書。
HPX 成立於 2009 年，是一個學習性組織，聚集許多數位產品與服務企劃設計愛好者，一起交流，一起學習成長。
透過經驗分享聚會、講座及讀書會等形式進行交流，累計舉辦超過 300 多場分享活動，邀請超過 700 位講者，成立在北中南超過 130 組讀書會小組。
",1
