index,id,message,uuid,label
1,http://angelfly.com.tw/angel/?tag=%e5%a4%a9%e4%bd%bf%e9%8a%80%e7%99%bd%e8%81%96%e8%aa%95%e5%ad%a3,"藍色發光 麋鹿角 紅色著裝 小雪人 開心邀請 您來參加- 「銀白聖誕 天使同樂會」 這場 同樂會 不收 入場費 只需帶著 “好玩的心"" 以及你的 “天使點心"" 來跟大家 交換分享 吃吃喝喝 就可以了~ ^^ 這一天 需要請你準備的 “天使點心"" 可以是- 滷豆干、王子麵、餅乾、蘋果、香蕉.. 請閉上 雙眼 靜下心 感受 你這一陣子 想吃的""零食點心"" 會有哪些呢? 你知道嗎? 你選擇的 天使點心 將反映出 你最近的 “身心靈 能量狀態""喔~ ^^ 滷豆干 & 你 在最近的 身心靈 能量狀態 背後會有 甚麼樣的一年 就要結束了 在冷冬 銀白聖誕季節 一起 吃吃喝喝 開心 聚一聚吧~ ^^ 我們將在 12/14(日)下午 舉辦- “銀白聖誕 天使同樂會"" 歡迎你 帶著 愛吃的零食 & 水果 前來 與大家分享 & 交換 當天除了 我們會準備 餅乾點心之外 我們還會請 隔壁的 蔬果汁 好店家- “療癒系蔬果專業診所"" 為我們 特別調製 濃醇好喝的""柚子茶"" 讓大家 酸酸甜甜 快快樂樂 一整年 而在 天使同樂會 我會 為大家解讀 你個人帶來的- “天使點心 能量故事""！ 是的 每一樣 “點心""裡 其實都 ̶",7d68961a-d7fe-4920-a253-1b8112d726bd,1
2,https://artemperor.tw/tidbits/12255,台灣，台北市多納藝術與凱基銀行合作第六檔，於凱基銀行松山分行展出新藝獎及大藝獎藝術家──游幸姍的個展「如幻似夢」，帶來2022年游幸珊巡迴個展美麗新篇章，給大家帶來不同的美學洗禮。藝術家游幸姍以「植物」作為展覽的主軸，將自身對於時空感知視覺化，以一層層轉喻的繪畫手法，在作品中呈現具備文學性、詩意的精神場域，記錄了一段段對於生活意象的感知與紀錄。源於正統的學院訓練，游幸姍透過多年對油彩使用所累積的經驗，表達一種油彩所獨有的特性，善用色粉與油料的交迭渲染，鋪陳出視覺的新意。透過繪畫媒材所呈現的迷幻感的運用，突破思想自由的無形，傳達給我們身處的有形世界。對於游幸姍而言，繪畫創作是情緒抒發及精神寄託最真誠的方式，同時也是具有神聖的生命實踐。在「如幻似夢」個展中，虛實、物我、緩急、輕重之間，記錄感性自我與環境社會等條件下所形成的精神狀態，並且直觀的構築超越現實的烏托邦，作者捕捉個人的情感經驗，將物質逼真形塑，創造出心目中的理想境地。多納藝術負責人陳如鈊表示，多納藝術自成立以來，以當代低限的風格及藝術作品，帶給藝術愛好者一個寧靜優美的藝術幽境，在國內外展出受到媒體大眾及藏家們熱情推薦。特別與凱基銀行合作，將精彩的藝術作品，導入銀行貴賓理財空間，帶給參觀者當代藝術結合空間設計的優質體驗！凱基銀行認為金融服務的本質，應鎖定「有溫度的安心服務」，秉持「開放共享、人文溫度及社區關懷」三大經營亮點，落實「開放銀行」思維，結合新銳藝術家，跨界合作打造兼具社區共享與人文溫度的服務體驗，因而有了這次與多納藝術合作的機會。銀行顛覆過往制式的金融服務，以更有人味的方式呈現給大眾，希望透過合作的力量，成為文化傳承、新舊融合強而有力的推手，落實有人文溫度的銀行理念。主辦：凱基銀行松山分行 / 多納藝術「如幻似夢」游幸姍個展,2c696fd2-f90f-4cf2-b91d-f07c277b5591,1
3,https://artemperor.tw/tidbits/12201,"武玉玲【女人心飾】武玉玲－穿戴藝術個展【The Woven Women】 Aluaiy’s Wearable Art Solo Exhibition武玉玲（Aluaiy Kaumakan) 出身屏東山地門鄉大社部落的貴族家庭, 承襲纏繞編織的技巧, 以文化為創作泉源。Aluaiy 從一個小小的夢想開始， 手中原先編織的是女人的穿戴，逐漸發展出大型的裝置作品，登上國際舞台。隨歲月洗鍊，她把山靈、河川、泥土都編了進去。在她的作品中，我們讀到一個一個神話，隨山中的藤蔓擺盪， 越蕩越高, 看見黑色的堆砌、聽見vuvu花園裡密密的細語, 拓印隨風飄揚中， 是她對族人衷心的期盼，對人的關懷。穿梭在無數編織條紋，琉璃珠斑斕光影下中，聽銅鈴叮噹，感受屬於武玉玲的藝術美學，也是一份母性的堅韌和守護。而多幸運， 把這位來自太陽的女兒藝術創作佩戴上身，領受來自原鄉大地的祝福－你我成為太陽女神。展期｜2022.01.22-2022.02.27 (每周一及農曆過年期間01.31~02.03休息) 12:00-18:00 PM開幕｜2022.01.22 14:00-17:00 PM地點｜F Studio 台北市大同區民樂街22號預約表單請至F Studio粉絲專頁填寫本展場將落實觀眾分流、參觀人數管制，全面採取「網路預約制」。請預約觀展訪客務必全程配戴口罩、勤洗手、禁止飲食並維持社交安全距離等防疫規範。ＦStudio展場內均備有酒精供觀展客人使用，進入展內前需進行實聯制登記，施行體溫測量。任何防疫相關問題歡迎至粉專洽詢。",aec59bf4-23c9-4b94-84cf-49f2ae094ee1,1
4,http://angelfly.com.tw/angel/?p=16694,我立即知道，因為昨天幫了一個美人個案，對方這幾年非常辛苦，明明已經退休，可是居然經歷詐騙，婚姻差點破碎，就連自己的孩子都很不尊重她⋯美人說，她覺得從來沒有遇過貴人，記憶中只有「被恩將仇報」一大堆小人與騙子⋯當下「天使聖團」叫我要盡全力幫助她！所以我功力全開，該做的「能量禱告轉化儀式」也不斷提升能量強度，盡力為她帶來祝福！甚至，我知道我給的，超過「正常水準」！給出非常非常多的「能量轉化祝福」⋯但我想沒關係，每個人生命都有低潮的時候，如果我可以幫她一把，我就盡力，而且天使聖團也這麼交代我。是我其中一位光課學生，她看著我說：「傑克希老師，你上一個個案很操齁⋯還是因為她有長期上「光的課程」，所有她期待的事情，開始實現，甚至在中年轉換工作時，如果以這兩個個案來分析，第一個個案，較缺少「覺察 & 寬恕」能力，所以容易困在「怨天尤人」的辛苦人生⋯第二個個案，可能因為長期學習「光的課程」，所以很懂得「自我覺察 & 修正」，她能不斷不斷“跳脫”原來慣性迴圈，讓她的人生越來越精彩！而在結束昨晚-「饗場 公三先生- 能量音頻 影片直播」，許多有收看直播的朋友，都說非常棒！因為我在幫「第一位個案」解讀時，我看到她曾經某一世，傷害過別人⋯但，我不想讓她有恐懼感，所以選擇用「正面話語」去鼓勵她！但我知道，她這一生現在會過得這麼辛苦，除了需要深度開發「自我覺察」改變習氣，一方面也是因為「因果業力 & 冤親債主」⋯而我非常熱心，當下給出-「超出對方個案，原先該接受的能量祝福」！！有點類似「我過度雞婆，超過界線！」所以清晨的女鬼，她的「冤親債主」才會異常憤怒尖叫，找上門來算帳⋯快速做了個禱告，唸了一些咒語，終於女鬼的能量，被觀世音菩薩帶走⋯其實上個禮拜，我接二連三服務了「很悲慘個案」，再加上今天的女鬼，我真心覺得，如果這些朋友都懂得來上「光的課程」，他們的人生一定能夠開始有更多改變！因為，一直「找老師」，透過一個小時的鼓勵，“不見得”每個人都能把這份正能量，「持續落實在生活上」⋯強大的「累世慣性」，當事人就是「習慣」做出不健康選擇，就像「明知道抽煙不好」，也因為身體因素，被醫生告知一定要戒菸，但不見得每個人都真的能「下定決心戒菸」。「光的課程」，就像你特別邀請天使聖團，成為你的「每日健身教練」！自己的身體強壯了，就會減少醫院看診次數。而且，「光的課程」在長期習修中，真的可以開始化解「因果業力 & 冤親債主」！●現在我傑克希帶領的「光的課程」，已經“暫時沒辦法”再收新生了！就像「小學一年級，已經開學」，如果沒有在其他地方上過課，根本無法插班！而我們的學習，將會從「小學一年級」，踏實循序漸進，一路上到「博士班」！很多人一直在觀望，想要時間配合他，卻不願意排除萬難，自己主動爭取⋯某方面，這就是一種「消極」。都希望整個世界“配合”他，當事人自己卻不見得想要「主動改變」。如果採取「消極態度」，就能不小心改變，這還能稱為「改變」？什麼是「改變 & 改造命運」？難道不是要「積極」展現自己的渴望與行動力？很多人都說「想要幸福」，但有多少人「身體力行」在生活上每日實踐？「想很多，做很少」，最終還是容易落入原來的命運。想要學習「光的課程」朋友，可以主動參考- 坊間其他老師帶領的課程。當然，也是要「慎選老師」，否則“掛羊頭賣狗肉”，也是一種摔坑，學經驗的過程。但如果能遇到「適合的老師」，「光的課程」絕對能夠協助當事人，逐步改變原來的「靈魂慣性 & 人生命運」！祝福大家都能在「習光」過程中，關於作者 - archangel●傑克希 老師- 9年前，開啟神性探索的道路，經歷約莫5年的道教靈修，透過長期靜心、靈動，開啟靈視力，曾為東方的天上聖母(媽祖)服務，差點開闢神壇，進行辦事服務，領有九天玄女懿旨。 2012年末日之前，聽到內心聲音的召喚，與15位大天使結緣，從打卡上下班的網頁設計師，正式轉換到靈性服務道路上。 期間，透過 身心靈課程歷練，修習「天使療法」，學習「光的課程」，學習「奇蹟課程」，學習「植物魔法」，學習「巴哈花精」，學習「水晶礦石高頻能量」，連結「第七密度高我百光」，連結「法爾金天使豐盛能量」，連結「夏彌爾天使愛的能量」，學習「NLP 神經語言學」，結業「葛吉夫催眠心法」；並傳承了-「宇宙全像 天使諮詢」&「宇宙光頻 大使調整」，能為您調閱- 「靈魂出生前計畫」，以及為您帶來- 「前世探索 印記轉化」；並在2015年 成功整合-第七密度百光 & 光頻天使能量 & 葛吉夫催眠，推出了- 「光頻天使 能量催眠」。傑克希老師 希冀，將這些 心靈諮詢 & 靈性調整，能帶到 地球上 & 日常生活中，為每一位 萍水相逢 有緣朋友，一起探索 更多的-靈魂天賦 & 生命潛能！祝福～平安喜樂每一天！傑克希,3b935da6-d3ef-4420-a0a2-f64336b98c64,0
5,https://artemperor.tw/tidbits/12018,林哲弘『非人間』-2021林哲弘創作個展「非人間」是我在2018-2021期間主要創作之主題，以科學家所預言「第六次生物大滅絕」之後，人類滅絕的世界為思維架構，此時大量動植物們便會進駐到人類曾經的居住場域生活的世界想像為探討主題，期能透過創作建立和觀者的連結，並引起反思。發展脈絡：第一階段：「微生」-自2018開始以我長年關注的自然生態為主題創作，起初以歌頌生命之美為創作的「微生」系列為主題，《微生》的意思是：細小的生命；卑微的人生。希望我們在追求科技進步的同時也能想起地球上有許多脆弱的生命同樣依附於地球而生存，藉由我的作品表現生命之美，並且更加珍惜他們。此一階段以色鉛筆、水彩、油畫等媒材創作，主旨在表現生命的多種樣貌及歌頌生命。第二階段：「非人間」-2019以第一階段「微生」系列創作為基礎，筆者希望能更加表現心中所嚮往的想像世界而催生，除了描繪自然生命的基本元素，更結合人類場域構思而成之超現實世界，期能在個人創作眼界與創意上提升，並且能創造出屬於個人的風格表現，在此一系列創作中更加入筆者個人的世界觀與哲學性思維展出時間：2021年11/01日~11/26日週一至週五08：00(星期日及國定例假日休息)展出地點：拾異展演空間(台北市市民大道七段七號一樓及地下室),b3c0f0c3-f897-40e1-b407-9b41b07100c4,1
6,https://artemperor.tw/artworks/28511,？《林水源傳奇系列 》林水源先生生於民國初期，早年與家族貴族一同留學於中國學習傳統巫術，並在台灣鄉野根基直至辭世。長年從事素描替往生人繪製寫實人像懸掛於民間家戶，而主要從事風水相關工作，擅長米卦替人排解人間雜事及卜卦未來。在地方鄉野擁有極大信眾，且早年知名度遍及北部，經常有許多台北人包遊覽車南下找尋林水源先生給予協助。長年為中下階層人所努力付出，亦經常免費為人解決凡間俗事，清幽寡慾不以私己斂財，而廣獲許多民心。一生中許多傳奇故事流傳，為人佳音。而可惜流傳於世的物件遺物極少，而其後人陳依純為緬懷其外公林水源先生，其早年為窮苦人貢獻自己所學的精神，而將他的傳奇故事流於人間，重新製作為影像動畫，作為紀念，並感謝於幼時的養育之恩。《林水源傳奇 第一集》林水源先生早年到中國學習巫術純屬個人志趣。回到台灣後，在耕田時往往經過一小廟而受阻，牛隻害怕那座小廟，遲遲不肯經過，林水源先生向小廟承諾，若往後經過順利將願意祭祀供奉。日後當地刻佛像的先生將刻好的佛像送至林水源先生家，水源先生並無向雕刻先生要求刻像，雕刻先生說有人說是您要的，我只是雕刻完成來收錢。水源先生大感訝異，並突然回憶起承諾，將經過告知雕刻先生，而其也大感訝異僅收取少許分文工錢，而水源先生也一生供奉紅先師至辭世。當時水源先生經過的小廟為清朝時的蘇將軍和其部屬當時兵敗全軍覆沒的亂葬崗的小廟，而如今已為當地人供奉在南投竹山的聖義廟，經常有許多警察前往祭祀祈求破案。｜展覽紀錄｜「邁阿密巴塞爾藝術展－Film Library」，邁阿密海灘會議中心，邁阿密，佛羅里達州，美國「巴西File國際電子藝術節」，Sesi藝廊，聖保羅，巴西,1a1e4944-3b4c-4f98-b3fe-76e6ecf9bb9f,0
7,https://artemperor.tw/artworks/28515,？《林水源傳奇系列 》林水源先生生於民國初期，早年與家族貴族一同留學於中國學習傳統巫術，並在台灣鄉野根基直至辭世。長年從事素描替往生人繪製寫實人像懸掛於民間家戶，而主要從事風水相關工作，擅長米卦替人排解人間雜事及卜卦未來。在地方鄉野擁有極大信眾，且早年知名度遍及北部，經常有許多台北人包遊覽車南下找尋林水源先生給予協助。長年為中下階層人所努力付出，亦經常免費為人解決凡間俗事，清幽寡慾不以私己斂財，而廣獲許多民心。一生中許多傳奇故事流傳，為人佳音。而可惜流傳於世的物件遺物極少，而其後人陳依純為緬懷其外公林水源先生，其早年為窮苦人貢獻自己所學的精神，而將他的傳奇故事流於人間，重新製作為影像動畫，作為紀念，並感謝於幼時的養育之恩。《林水源傳奇 第五集》主要描述蘇阿乖將軍在生前帶領部隊攻打山賊時全軍覆沒於南投竹山的故事，而在一個偏鄉的農村裡雖然如世外桃源，沒想到卻也曾歷經慘烈的血戰。爾後多年林水源與他的牛隻經過此地，偶然和這些將軍的神靈相遇而許下諾言，也因此事件讓他必須信守承諾，讓他放棄農夫的身份，而回到他年輕時曾學習多年的風水師技術一職。,2103712c-1463-4531-92dc-640ba1403aca,0
8,https://artemperor.tw/tidbits/12321,廖珈慧｢浮光掠影｣_廖珈慧影像創作個展藝術，以數位載體特質呈現的視覺表現，在現今當代手法漸趨觀念性，我們所處的視覺空間，亦若是另一種感知上的模糊深度空間，看其身、識不清！藝術家從平面繪畫、攝影到影像圖層上的轉譯、試圖用光柵片比擬，探討視覺是非有局限的觀看，也許我們總是選擇自己想看的，但忽略了感知的層次。看見的事不是就是真實的？還是只是大腦的判讀？可視不可視、實或者是虛間？當我們的眼睛再觀察一個三維物體時，兩眼睛是分開在不同位置上，因此所觀察到的同個物件的角度是不同的！此次光柵影像創作，仿若二維、切在三維、我們處在四維深度的存在。試著解讀存在的深度，延伸視線的存在，也許這是另一種深度的線索，我試著演繹！我們處在這模糊的深度裡，靈光乍現的存在。展出時間：2022年3/28 ~ 4/29日週一至週六 08：00~17：00(星期日及國定例假日休息)展出地點：拾異展演空間(台北市市民大道七段七號一樓及地下室),28aa41c4-a897-4915-921c-f44efec66146,1
9,https://artemperor.tw/tidbits/12075,台灣，台北市亞洲藝術中心將於2021年12月11日舉辦的「我的心靈聖山：伊誕．巴瓦瓦隆個展」，是排灣族藝術家伊誕．巴瓦瓦隆的藝術生涯中，首次於標題中帶出「我」的個展，這標誌著他在創作路線上的轉變。在過去的藝術命題中，伊誕多專注在原住民的文化自覺與部落重建的關懷上，尤其在2009年莫拉克風災後，母親叮嚀著對自然的尊重，而部落耆老亦傳說著「山上的風很香」，期許有一天族人能再次回到山上的家，這些囑託深植入伊誕的生命，成為藝術實踐中不可或缺的能動性，他投入部落的心靈重建，扮演著說故事的角色，藉由藝術創作向族人指引和自然大地互動的生命初衷。近年來，伊誕逐漸從心靈重建的關懷，轉向於神話學、生態哲學等更深層次的文化美學探討上。本次的展題「我的心靈聖山」便指向了此一潛移默化，這是作為排灣族人，同時也是基督徒的伊誕向內探詢的一趟朝聖之路。雖說轉向，然事實上是更深化於文化族群的重建：過往母親的囑咐與部落耆老的故事，令伊誕內省於自身與自然、土地的互動關係，他將這些不可取代的生命經驗印刻於作品中，「太陽」、「風」、「百合花」、與「眼睛」等源自族人精神根基的象徵元素，構築起一座抽象而充滿生機的聖山。而他相信在萬物存在之前，有個更為原始而崇高的存有，祂看照著萬物生命有如陽光、星辰，亦如土地上的百合、自山上拂來的風香。身為達瓦蘭部落的巴瓦瓦隆家族的成員，伊誕．巴瓦瓦隆繼承了排灣族Pulima的精神，藉由藝術實踐來思考文化並表現文化；在排灣族語中，「Lima」有「手」的意思，而Pulima便是指「手藝精巧之人」，並以手達成理想的途徑。伊誕慣以獨特的「紋砌刻畫」解釋自己的藝術語彙，這是源於排灣族語的「Vecik」，有著書寫、刺繡、雕刻以及以圖樣紋身、紋手的意思，它泛指出現在文化與生活中的「文飾系統」，各種符號、紋樣的組合皆代表著明確的意義與關係；而「Vecik」的動詞「Venecik」除了有完成上述的紋樣之外，更有書寫、記錄之意，它記錄了族人與自然互動的方式，更書寫著部落文化的重要傳承。伊誕以「紋砌刻畫」轉化當代藝術的表現形式，再現排灣族古老的美學經驗。,dabaf5da-4bff-4fd4-8aef-6c70a7720843,1
10,https://artemperor.tw/tidbits/11948,「以島為家——失敗藝術家回顧巡展」(Home Land Is Land—— Retrospective Tour of the Failure Artist) 將會是一個物理上橫跨台灣島嶼北、中、南三個展區的巡展，觀眾將隨著展期的時序回溯藝術家的創作歷程：在台灣藝術學院的創作初期（2022年1月，高雄）；英國留學期間的創作語言轉換（2021年11月，台中）；返台後對故鄉作為島嶼的創作回應（2021年7月，台北）。〈長椅與耕舞 〉「我想辦個展，紀念我沒有成為藝術家，你要幫我當策展人嗎？」 這是我跟林耕舞合作的開始，帶著浪漫而血淋淋的真誠，讓我無法迴避。 我與耕舞是英國留學時期的同學，在我的印象裡他總以玩笑與輕蔑的口吻輕描淡寫自己的作品，像是想告白卻怕被拒絕的戀人，只能用玩笑包裝自己的愛意。記得某一次用餐席間，我不經意的問他：「耕舞，你有考慮過轉行嗎？感覺你不一定要走藝術。」 他愣了一下，用我沒看過的認真神情以沈穩的語氣說：「我知道我常常看起來把自己的作品當玩笑，但是我是認真的對待我每一件作品的，我沒有辦法停止創作，我也努力了十幾年了。」 於是在兩年後聽到回台灣的耕舞說要放棄成為藝術家，則讓我驚訝與好奇不已。我深知像耕舞這類人是不可能停止成為藝術家的，他這輩子恐怕是逃不掉了；但更讓我好奇的是在他身上的那種挫敗感，那種返鄉的挫敗感，那種幾乎確信 台灣/家 無法讓他大展身手的挫敗感，像是一座島嶼容納不下異質個體與狂妄的夢，在我身上也有過。 這一次有幸能與藝術家一同嘗試以「展覽」面對/拆解/實驗 這個帶著我們各自人生重量的課題，送給依然在藝術創作中掙扎的你。這是一封看似冷冰冰實則赤裸裸的情書。在「第二章：兩者之間」中藝術家林耕舞與長椅小姐展開了一場關於「關係」的對話，拼湊的記憶中回溯了一段關係從相遇、走入危險再到釋然的過程，在對話的尾端，他們早已分不清描摹的對象究竟是愛情伴侶之間、藝術家與策展人之間，還是自己之於這座島嶼的關係。這個帶著微風的夜晚裡，有酒、音樂，邀你一同閱讀這封情書，與你的對話將像是午夜的煙火，不在乎陳詞濫調。長椅小姐「以島為家—失敗藝術家回顧巡展」第二章： 兩者之間Chapter II : Between the Two開幕日期 Opening / 11.05 18:00展覽日期 Dates / 11.05 - 11.28開放時間 Time /週一、週三-五 17:00-22:00週六、日 14:00-20:00(週二休館Closed on Tuesday)​展覽地點 Venue / 窯座 Yáo（台中市西區民生路126巷9號2F）,fe122a84-4fd9-4e11-870d-4f0f260cbdea,1
